"taxid","species_name","accession_num","seq_name","seq_len"
3353510,"Chindongo heteropictus","GQ422584","Maylandia heteropictus NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",934
3352475,"Aulonocara stonemani",NA,NA,NA
3352472,"Aulonocara gertrudae",NA,NA,NA
3351789,"Alticorpus peterdaviesi",NA,NA,NA
3132026,"Lufubuchromis relictus",NA,NA,NA
3075802,"Diplotaxodon longimaxilla",NA,NA,NA
3075801,"Cynotilapia zebroides",NA,NA,NA
3075800,"Cynotilapia aurifrons",NA,NA,NA
3035823,"Rubricatochromis lifalili","NC_086568","Rubricatochromis lifalili isolate F-H-l-1 mitochondrion, complete genome",16700
3035822,"Rubricatochromis bimaculatus","MH621343","Rubricatochromis bimaculatus NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1065
3026021,"Tahuantinsuyoa chipi",NA,NA,NA
3026020,"Bujurquina robusta",NA,NA,NA
3026019,"Bujurquina moriorum",NA,NA,NA
3026018,"Bujurquina labiosa",NA,NA,NA
3024885,"Haplochromis oregosoma",NA,NA,NA
3024884,"Haplochromis argens",NA,NA,NA
3024641,"Haplochromis annectidens",NA,NA,NA
3024640,"Haplochromis limax",NA,NA,NA
3002305,"Mylochromis ensatus",NA,NA,NA
3002218,"Stigmatochromis melanchros",NA,NA,NA
3002117,"Petrotilapia microgalana",NA,NA,NA
3001729,"Haplochromis antleter",NA,NA,NA
3001609,"Labidochromis maculicauda",NA,NA,NA
3001389,"Placidochromis elongatus",NA,NA,NA
3001388,"Placidochromis boops",NA,NA,NA
3000954,"Melanochromis baliodigma",NA,NA,NA
3000375,"Haplochromis microdon",NA,NA,NA
3000199,"Diplotaxodon ecclesi",NA,NA,NA
2999775,"Bujurquina tambopatae",NA,NA,NA
2999773,"Bujurquina megalospilus",NA,NA,NA
2983622,"Geophagus parnaibae",NA,NA,NA
2983620,"Geophagus neambi",NA,NA,NA
2965234,"Hemichromis angolensis",NA,NA,NA
2962739,"Tylochromis trewavasae",NA,NA,NA
2962738,"Lamprologus tumbanus","OQ862833","Lamprologus tumbanus mitochondrion, complete genome",16586
2962737,"Rubricatochromis cerasogaster",NA,NA,NA
2962736,"Chromidotilapia mamonekenei",NA,NA,NA
2957226,"Gymnogeophagus lacustris",NA,NA,NA
2948619,"Ptychochromis loisellei",NA,NA,NA
2948617,"Paretroplus petiti",NA,NA,NA
2944963,"Apistogramma commbrae",NA,NA,NA
2938789,"Rocio gemmata",NA,NA,NA
2929786,"Haplochromis simba",NA,NA,NA
2929785,"Haplochromis dolorosus",NA,NA,NA
2929784,"Haplochromis engystoma",NA,NA,NA
2929783,"Haplochromis vicarius",NA,NA,NA
2926661,"Pseudetroplus maculatus","AP009505","Pseudetroplus maculatus mitochondrial DNA, complete genome",16457
2910447,"Protomelas labridens",NA,NA,NA
2910446,"Protomelas kirkii",NA,NA,NA
2910445,"Otopharynx ovatus",NA,NA,NA
2910444,"Otopharynx auromarginatus",NA,NA,NA
2910443,"Mylochromis formosus",NA,NA,NA
2910442,"Melanochromis lepidiadaptes",NA,NA,NA
2910441,"Lethrinops micrentodon",NA,NA,NA
2910440,"Copadichromis verduyni",NA,NA,NA
2910439,"Copadichromis melas",NA,NA,NA
2910438,"Copadichromis atripinnis",NA,NA,NA
2910437,"Buccochromis spectabilis",NA,NA,NA
2910436,"Aulonocara saulosi",NA,NA,NA
2910435,"Aulonocara ethelwynnae",NA,NA,NA
2904584,"Petrotilapia chrysos",NA,NA,NA
2898554,"Labeotropheus artatorostris",NA,NA,NA
2897418,"Haplochromis fuelleborni",NA,NA,NA
2884491,"Crenicichla ternetzi","MW563418","Crenicichla ternetzi isolate C260 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2884489,"Crenicichla nickeriensis","MW563489","Crenicichla nickeriensis isolate C486 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1005
2884488,"Crenicichla labrina","MW563642","Crenicichla labrina isolate C675 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",789
2884487,"Crenicichla isbrueckeri","MW563397","Crenicichla isbrueckeri isolate C226 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2884484,"Crenicichla brasiliensis","MW563662","Crenicichla brasiliensis isolate DNA10 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2873762,"Australoheros acaroides",NA,NA,NA
2873647,"Heros notatus",NA,NA,NA
2867283,"Crenicichla niederleinii",NA,NA,NA
2855657,"Geophagus mirabilis",NA,NA,NA
2835316,"Krobia itanyi",NA,NA,NA
2833481,"Satanoperca rhynchitis",NA,NA,NA
2829702,"Haplochromis kimondo",NA,NA,NA
2829701,"Haplochromis rex",NA,NA,NA
2829700,"Haplochromis quasimodo",NA,NA,NA
2829699,"Haplochromis falcatus",NA,NA,NA
2829698,"Haplochromis pardus",NA,NA,NA
2815923,"Crenicichla gillmorlisi",NA,NA,NA
2815922,"Crenicichla lucenai","MW563547","Crenicichla lucenai isolate C553 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",962
2815921,"Crenicichla stocki","MW563518","Crenicichla stocki isolate C520 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",995
2813639,"Crenicara latruncularium",NA,NA,NA
2813638,"Andinoacara blombergi",NA,NA,NA
2812811,"Crenicichla inpa","MW563436","Crenicichla inpa isolate C278 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1010
2812807,"Apistogramma hippolytae",NA,NA,NA
2802246,"Chuco microphthalmus",NA,NA,NA
2802245,"Amatitlania altoflava",NA,NA,NA
2785219,"Ptychochromis insolitus",NA,NA,NA
2766849,"Haplochromis crassilabris",NA,NA,NA
2766848,"Haplochromis theliodon",NA,NA,NA
2766847,"Haplochromis bicolor",NA,NA,NA
2766844,"Haplochromis parvidens",NA,NA,NA
2766843,"Haplochromis coprologus",NA,NA,NA
2766842,"Haplochromis vanoijeni",NA,NA,NA
2766841,"Haplochromis megalops",NA,NA,NA
2766840,"Haplochromis prodromus",NA,NA,NA
2766839,"Haplochromis perrieri",NA,NA,NA
2766838,"Haplochromis chromogynos",NA,NA,NA
2766837,"Haplochromis howesi",NA,NA,NA
2760995,"Haplochromis vonlinnei",NA,NA,NA
2760994,"Haplochromis paropius",NA,NA,NA
2760993,"Abactochromis labrosus",NA,NA,NA
2760991,"Haplochromis serranus",NA,NA,NA
2748571,"Apistogramma feconat",NA,NA,NA
2748570,"Apistogramma megastoma",NA,NA,NA
2742822,"Pseudotropheus cyaneorhabdos",NA,NA,NA
2739704,"Haplochromis lobatus",NA,NA,NA
2739703,"Haplochromis erutus",NA,NA,NA
2739702,"Haplochromis molossus",NA,NA,NA
2739701,"Haplochromis planus",NA,NA,NA
2739700,"Haplochromis gracilifur",NA,NA,NA
2739699,"Haplochromis relictidens",NA,NA,NA
2739698,"Haplochromis concilians",NA,NA,NA
2739697,"Haplochromis serridens",NA,NA,NA
2739696,"Haplochromis mentatus",NA,NA,NA
2739695,"Haplochromis nigripinnis",NA,NA,NA
2739693,"Haplochromis paradoxus",NA,NA,NA
2739692,"Haplochromis labiatus",NA,NA,NA
2739691,"Haplochromis schubotziellus",NA,NA,NA
2739690,"Haplochromis mylodon",NA,NA,NA
2739687,"Haplochromis schubotzi",NA,NA,NA
2739686,"Haplochromis pappenheimi",NA,NA,NA
2739685,"Haplochromis eduardianus",NA,NA,NA
2728977,"Haplochromis cavifrons",NA,NA,NA
2696972,"Geophagus winemilleri",NA,NA,NA
2691079,"Crenicichla jaguarensis","MW563560","Crenicichla jaguarensis isolate C568 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",727
2652850,"Thysochromis emili",NA,NA,NA
2652315,"Aulonocara rostratum",NA,NA,NA
2652314,"Aulonocara nyassae",NA,NA,NA
2652313,"Aulonocara steveni",NA,NA,NA
2652312,"Aulonocara koningsi",NA,NA,NA
2595012,"Pseudocrenilabrus pyrrhocaudalis",NA,NA,NA
2591642,"Gymnogeophagus australis",NA,NA,NA
2591641,"Gymnogeophagus caaguazuensis",NA,NA,NA
2591263,"Xenotilapia nasus",NA,NA,NA
2591262,"Trematocara stigmaticum",NA,NA,NA
2591261,"Trematocara caparti",NA,NA,NA
2591259,"Ptychochromis oligacanthus",NA,NA,NA
2591258,"Petrochromis horii",NA,NA,NA
2591256,"Neolamprologus crassus",NA,NA,NA
2591255,"Neolamprologus chitamwebwai",NA,NA,NA
2591254,"Neolamprologus cancellatus",NA,NA,NA
2591253,"Lepidiolamprologus kamambae",NA,NA,NA
2591252,"Julidochromis marksmithi",NA,NA,NA
2591251,"Heterotilapia buettikoferi","NC_023470","Heterotilapia buttikoferi mitochondrion, complete genome",16577
2591248,"Apistogramma diplotaenia",NA,NA,NA
2570637,"Oreochromis upembae","MK788937","Oreochromis upembae isolate ZSM_1637 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2570636,"Oreochromis salinicola","MK788917","Oreochromis salinicola isolate ZSM_ULI_005 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2570635,"Oreochromis rukwaensis","MK788912","Oreochromis rukwaensis isolate MG67B NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2570634,"Oreochromis angolensis","MK788860","Oreochromis angolensis isolate SAIAB_F204 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2566093,"Australoheros charrua",NA,NA,NA
2563736,"Paretroplus lamenabe",NA,NA,NA
2563733,"Astronotus mikoljii",NA,NA,NA
2563007,"Geophagus sveni",NA,NA,NA
2562573,"Australoheros tavaresi",NA,NA,NA
2562572,"Australoheros saquarema",NA,NA,NA
2562571,"Australoheros sanguineus",NA,NA,NA
2562570,"Australoheros robustus",NA,NA,NA
2562569,"Australoheros ribeirae",NA,NA,NA
2562568,"Australoheros perdi",NA,NA,NA
2562567,"Australoheros paraibae",NA,NA,NA
2562566,"Australoheros muriae",NA,NA,NA
2562565,"Australoheros mattosi",NA,NA,NA
2562564,"Australoheros macaensis",NA,NA,NA
2562563,"Australoheros macacuensis",NA,NA,NA
2562562,"Australoheros ipatinguensis",NA,NA,NA
2562561,"Australoheros barbosae",NA,NA,NA
2562560,"Australoheros autrani",NA,NA,NA
2527917,"Orthochromis mporokoso",NA,NA,NA
2527916,"Orthochromis katumbii",NA,NA,NA
2527915,"Orthochromis indermauri",NA,NA,NA
2527914,"Lamprologus symoensi",NA,NA,NA
2527913,"Lamprologus markerti","OQ818000","Lamprologus markerti mitochondrion, complete genome",16582
2527912,"Haplochromis vanheusdeni",NA,NA,NA
2527911,"Chetia welwitschi",NA,NA,NA
2491315,"Gymnogeophagus lipokarenos",NA,NA,NA
2491314,"Gymnogeophagus constellatus",NA,NA,NA
2491313,"Gymnogeophagus che",NA,NA,NA
2486989,"Oreochromis korogwe","MK788930","Oreochromis korogwe isolate MG_T4B5 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2486988,"Oreochromis hunteri","MK788867","Oreochromis hunteri isolate MG111373 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2485722,"Rubricatochromis stellifer",NA,NA,NA
2478854,"Apistogramma resticulosa",NA,NA,NA
2478853,"Apistogramma pulchra",NA,NA,NA
2478852,"Apistogramma pertensis",NA,NA,NA
2478851,"Aequidens pallidus",NA,NA,NA
2478850,"Aequidens epae",NA,NA,NA
2421124,"Hemichromis camerounensis",NA,NA,NA
2341046,"Geophagus santosi",NA,NA,NA
2341045,"Geophagus rufomarginatus",NA,NA,NA
2341044,"Geophagus multiocellus",NA,NA,NA
2305434,"Naevochromis chrysogaster",NA,NA,NA
2305433,"Caprichromis liemi",NA,NA,NA
2305432,"Hemitaeniochromis urotaenia",NA,NA,NA
2305428,"Mylochromis melanonotus",NA,NA,NA
2305427,"Placidochromis phenochilus",NA,NA,NA
2305426,"Otopharynx tetrastigma",NA,NA,NA
2305425,"Mylochromis plagiotaenia",NA,NA,NA
2305424,"Lethrinops marginatus",NA,NA,NA
2305423,"Copadichromis azureus",NA,NA,NA
2305422,"Champsochromis caeruleus",NA,NA,NA
2305421,"Buccochromis rhoadesii",NA,NA,NA
2305420,"Aulonocara maylandi",NA,NA,NA
2302651,"Chocoheros microlepis",NA,NA,NA
2302646,"Cincelichthys bocourti",NA,NA,NA
2302645,"Australoheros minuano",NA,NA,NA
2302644,"Amatitlania kanna",NA,NA,NA
2283116,"Apistogramma norberti",NA,NA,NA
2283115,"Apistogramma martini",NA,NA,NA
2126561,"Hemibates koningsi","KY940057","Hemibates koningsi voucher DRC-3275 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",900
2099951,"Panamius panamensis",NA,NA,NA
2099948,"Isthmoheros tuyrensis",NA,NA,NA
2099945,"Geophagus pellegrini",NA,NA,NA
2099944,"Geophagus crassilabris",NA,NA,NA
2081656,"Gymnogeophagus taroba",NA,NA,NA
2058468,"Crenicichla tuca","KY356741","Crenicichla tuca isolate C365 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",866
2058467,"Crenicichla tingui","MW563551","Crenicichla tingui isolate C557 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",946
2058466,"Crenicichla tapii","MW563480","Crenicichla tapii isolate C458 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",795
2058465,"Crenicichla taikyra","KY356710","Crenicichla taikyra isolate C144 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1044
2058460,"Crenicichla semicincta","MW563653","Crenicichla semicincta isolate C693 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",789
2058459,"Crenicichla lucius",NA,NA,NA
2058458,"Crenicichla jurubi","MW563545","Crenicichla jurubi isolate C551 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",974
2058457,"Crenicichla cyclostoma","MW563406","Crenicichla cyclostoma isolate C246 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
2058448,"Crenicichla anthurus","MW563422","Crenicichla anthurus isolate C264 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",779
2056491,"Danakilia franchettii",NA,NA,NA
2032717,"Cichlasoma sanctifranciscense",NA,NA,NA
2023897,"Apistogramma ortmanni",NA,NA,NA
2023896,"Crenicichla iguapina","MW563553","Crenicichla iguapina isolate C559 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1022
2023884,"Gymnogeophagus tiraparae",NA,NA,NA
2023883,"Crenicichla percna","MW563628","Crenicichla percna isolate C652 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",734
2023882,"Crenicichla maculata","MW563549","Crenicichla maculata isolate C555 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",961
2023881,"Crenicichla jegui","MW563596","Crenicichla jegui isolate C615 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",723
2023880,"Crenicichla cincta","MW563589","Crenicichla cincta isolate C605 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",699
2023879,"Crenicichla albopunctata","MW563497","Crenicichla albopunctata isolate C494 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",707
2022011,"Lamprologus lethops","OR286605","Lamprologus lethops mitochondrion, complete genome",16579
2021276,"Chortiheros wesseli",NA,NA,NA
2021274,"Teleocichla preta","MW563582","Teleocichla preta isolate C597 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",663
2021273,"Mesoheros gephyrus",NA,NA,NA
2021272,"Mazarunia pala",NA,NA,NA
2021271,"Mazarunia charadrica",NA,NA,NA
2021269,"Krobia xinguensis",NA,NA,NA
2021268,"Krobia petitella",NA,NA,NA
2021266,"Guianacara dacrya",NA,NA,NA
2021265,"Crenicichla zebrina","MW563564","Crenicichla zebrina isolate C577 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",776
2021264,"Crenicichla wallacii","MW563562","Crenicichla wallacii isolate C574 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",705
2021262,"Apistogramma steindachneri",NA,NA,NA
2021261,"Apistogramma panduro",NA,NA,NA
1982068,"Trematocara zebra",NA,NA,NA
1978005,"Mylochromis sphaerodon",NA,NA,NA
1978002,"Copadichromis likomae",NA,NA,NA
1934931,"Kronoheros umbrifer",NA,NA,NA
1927406,"Iranocichla persa",NA,NA,NA
1924958,"Haplochromis kamiranzovu","KY366739","Haplochromis kamiranzovu voucher 64552 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1042
1905563,"Danakilia dinicolai","KX751860","Danakilia dinicolai isolate 2865 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1905361,"Melanochromis loriae",NA,NA,NA
1905360,"Ctenopharynx nitidus",NA,NA,NA
1904028,"Apistogramma playayacu",NA,NA,NA
1904018,"Apistogramma paulmuelleri",NA,NA,NA
1904017,"Apistogramma wolli",NA,NA,NA
1904016,"Apistogramma pantalone",NA,NA,NA
1904013,"Apistogramma moae",NA,NA,NA
1904012,"Apistogramma luelingi",NA,NA,NA
1904011,"Apistogramma juruensis",NA,NA,NA
1904010,"Apistogramma atahualpa",NA,NA,NA
1904009,"Apistogramma allpahuayo",NA,NA,NA
1897418,"Bujurquina oenolaemus","KX397358","UNVERIFIED: Bujurquina oenolaemus mitochondrion sequence",16532
1897146,"Bujurquina zamorensis","KX347753","Bujurquina zamorensis NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1047
1897145,"Apistogramma linkei","KX347751","Apistogramma linkei NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1026
1830337,"Herichthys tepehua",NA,NA,NA
1830336,"Herichthys pame",NA,NA,NA
1818572,"Eretmodus marksmithi",NA,NA,NA
1811344,"Tangachromis dhanisi",NA,NA,NA
1811340,"Trematocara kufferathi",NA,NA,NA
1776355,"Apistogramma gephyra",NA,NA,NA
1767049,"Ptychochromis mainty",NA,NA,NA
1758169,"Pterophyllum altum","NC_028723","Pterophyllum altum mitochondrion, complete genome",16495
1758131,"Retroculus lapidifer","NC_033549","Retroculus lapidifer mitochondrion, complete genome",16537
1758129,"Bujurquina mariae","NC_033543","Bujurquina mariae mitochondrion, complete genome",16540
1732171,"Placidochromis longimanus","NC_028156","Placidochromis longimanus mitochondrion, complete genome",16581
1725324,"Rondonacara hoehnei",NA,NA,NA
1725323,"Laetacara fulvipinnis",NA,NA,NA
1725322,"Laetacara flamannellus",NA,NA,NA
1725321,"Laetacara araguaiae",NA,NA,NA
1725217,"Geophagus obscurus",NA,NA,NA
1725216,"Geophagus itapicuruensis",NA,NA,NA
1725215,"Geophagus diamantinensis",NA,NA,NA
1707823,"Melanochromis kaskazini",NA,NA,NA
1696849,"Guianacara geayi",NA,NA,NA
1676928,"Pelmatochromis ocellifer",NA,NA,NA
1652533,"Sarotherodon lamprechti","MH621347","Sarotherodon lamprechti NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1066
1652532,"Sarotherodon knauerae",NA,NA,NA
1652530,"Oreochromis karomo","MK788874","Oreochromis karomo isolate MG208 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1652529,"Coptodon thysi",NA,NA,NA
1652528,"Coptodon spongotroktis",NA,NA,NA
1652524,"Coptodon kottae","MH621342","Coptodon kottae NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1066
1652521,"Coptodon fusiforme",NA,NA,NA
1652519,"Coptodon ejagham",NA,NA,NA
1652518,"Coptodon bythobates",NA,NA,NA
1649848,"Pseudosimochromis margaretae",NA,NA,NA
1628151,"Coptodon camerunensis","NC_086961","Coptodon camerunensis mitochondrion, complete genome",16557
1607855,"Teleogramma obamaorum","KP714177","Teleogramma sp. SEA-2015 voucher 10290 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",997
1607854,"Teleogramma monogramma","KP714174","Teleogramma monogramma voucher 5455 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",997
1591299,"Oreochromis lepidurus","MK788882","Oreochromis lepidurus isolate AMNH263633 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1574382,"Apistogramma eunotus",NA,NA,NA
1574379,"Apistogramma cacatuoides","KR150874","UNVERIFIED: Apistogramma cacatuoides mitochondrion sequence",16870
1574375,"Apistogramma barlowi",NA,NA,NA
1574374,"Apistogramma eremnopyge",NA,NA,NA
1574373,"Apistogramma nijsseni",NA,NA,NA
1574372,"Apistogramma baenschi",NA,NA,NA
1574370,"Apistogramma cinilabra",NA,NA,NA
1574369,"Apistogramma rositae",NA,NA,NA
1543271,"Parananochromis ornatus","KJ816421","Parananochromis ornatus isolate CICH45 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543270,"Parananochromis longirostris","KJ816424","Parananochromis longirostris isolate CICH65 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543269,"Parananochromis brevirostris","KJ816420","Parananochromis brevirostris isolate CICH44 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543268,"Parananochromis axelrodi","KJ816425","Parananochromis axelrodi isolate CICH66 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543266,"Divandu albimarginatus","KJ816430","Divandu albimarginatus isolate CICH82 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543261,"Pelvicachromis subocellatus","KJ816437","Pelvicachromis subocellatus isolate subocellat NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543258,"Pelvicachromis roloffi","KJ816419","Pelvicachromis roloffi isolate CICH36 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543257,"Congochromis squamiceps","KJ816452","Congochromis squamiceps isolate C09743 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543252,"Chromidotilapia schoutedeni","KJ816431","Chromidotilapia schoutedeni isolate CICH84 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543251,"Chromidotilapia regani","KJ816408","Chromidotilapia regani isolate CICH13 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543250,"Chromidotilapia melaniae","KJ816410","Chromidotilapia melaniae isolate CICH17 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1543249,"Chromidotilapia kingsleyae","KP714163","Chromidotilapia kingsleyae voucher 227313 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",997
1543248,"Chromidotilapia elongata","KJ816409","Chromidotilapia elongata isolate CICH16 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",993
1537670,"Amatitlania siquia",NA,NA,NA
1537669,"Amatitlania coatepeque",NA,NA,NA
1514675,"Pelvicachromis kribensis","KF359872","Pelvicachromis kribensis clone 27 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1035
1514673,"Chromidotilapia linkei","KF359884","Chromidotilapia linkei clone 44 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1035
1514672,"Benitochromis riomuniensis","KF359880","Benitochromis riomuniensis clone 39 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1038
1514671,"Benitochromis nigrodorsalis","KX347752","Benitochromis nigrodorsalis NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1047
1514670,"Benitochromis finleyi","KF359878","Benitochromis finleyi clone 37 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1038
1514669,"Benitochromis conjunctus","KF359881","Benitochromis conjunctus clone 40 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",1038
1506565,"Chalinochromis cyanophleps",NA,NA,NA
1497101,"Lethrinops lethrinus","NC_031419","Lethrinops lethrinus mitochondrion, complete genome",16582
1492750,"Neolamprologus timidus","KJ187240","Neolamprologus timidus voucher NRM:51458 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1452741,"Trematocara variabile",NA,NA,NA
1448877,"Oreochromis squamipinnis","MK788932","Oreochromis squamipinnis isolate MG1A1B NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1448876,"Oreochromis shiranus","MK788924","Oreochromis shiranus isolate MG298B NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1448875,"Oreochromis chungruruensis","MK788863","Oreochromis chungruruensis isolate MG_3D2B NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",1047
1434124,"Cichlasoma orientale",NA,NA,NA
1410464,"Pterophyllum leopoldi",NA,NA,NA
