"taxid","species_name","accession_num","seq_name","seq_len"
2748570,"Apistogramma megastoma",NA,NA,NA
2742822,"Pseudotropheus cyaneorhabdos",NA,NA,NA
2739704,"Haplochromis lobatus",NA,NA,NA
2739703,"Haplochromis erutus",NA,NA,NA
2739702,"Haplochromis molossus",NA,NA,NA
2739701,"Haplochromis planus",NA,NA,NA
2739700,"Haplochromis gracilifur",NA,NA,NA
2739699,"Haplochromis relictidens",NA,NA,NA
2739698,"Haplochromis concilians",NA,NA,NA
2739697,"Haplochromis serridens",NA,NA,NA
2739696,"Haplochromis mentatus",NA,NA,NA
2739695,"Haplochromis nigripinnis",NA,NA,NA
2739693,"Haplochromis paradoxus",NA,NA,NA
2739692,"Haplochromis labiatus",NA,NA,NA
2739691,"Haplochromis schubotziellus",NA,NA,NA
2739690,"Haplochromis mylodon",NA,NA,NA
2739687,"Haplochromis schubotzi",NA,NA,NA
2739686,"Haplochromis pappenheimi",NA,NA,NA
2739685,"Haplochromis eduardianus",NA,NA,NA
2728977,"Haplochromis cavifrons",NA,NA,NA
2696972,"Geophagus winemilleri",NA,NA,NA
2691079,"Crenicichla jaguarensis",NA,NA,NA
2652850,"Thysochromis emili",NA,NA,NA
2652315,"Aulonocara rostratum",NA,NA,NA
2652314,"Aulonocara nyassae",NA,NA,NA
2652313,"Aulonocara steveni",NA,NA,NA
2652312,"Aulonocara koningsi",NA,NA,NA
2595012,"Pseudocrenilabrus pyrrhocaudalis",NA,NA,NA
2591642,"Gymnogeophagus australis",NA,NA,NA
2591641,"Gymnogeophagus caaguazuensis",NA,NA,NA
2591263,"Xenotilapia nasus",NA,NA,NA
2591262,"Trematocara stigmaticum",NA,NA,NA
2591261,"Trematocara caparti",NA,NA,NA
2591259,"Ptychochromis oligacanthus","KF557010","Ptychochromis oligacanthus hypothetical protein (ptr) gene, partial cds",582
2591258,"Petrochromis horii",NA,NA,NA
2591256,"Neolamprologus crassus",NA,NA,NA
2591255,"Neolamprologus chitamwebwai",NA,NA,NA
2591254,"Neolamprologus cancellatus",NA,NA,NA
2591253,"Lepidiolamprologus kamambae",NA,NA,NA
2591252,"Julidochromis marksmithi",NA,NA,NA
2591251,"Heterotilapia buettikoferi",NA,NA,NA
2591248,"Apistogramma diplotaenia",NA,NA,NA
2570637,"Oreochromis upembae",NA,NA,NA
2570636,"Oreochromis salinicola",NA,NA,NA
2570635,"Oreochromis rukwaensis",NA,NA,NA
2570634,"Oreochromis angolensis",NA,NA,NA
2566093,"Australoheros charrua",NA,NA,NA
2563736,"Paretroplus lamenabe",NA,NA,NA
2563733,"Astronotus mikoljii",NA,NA,NA
2563007,"Geophagus sveni",NA,NA,NA
2562573,"Australoheros tavaresi",NA,NA,NA
2562572,"Australoheros saquarema",NA,NA,NA
2562571,"Australoheros sanguineus",NA,NA,NA
2562570,"Australoheros robustus",NA,NA,NA
2562569,"Australoheros ribeirae",NA,NA,NA
2562568,"Australoheros perdi",NA,NA,NA
2562567,"Australoheros paraibae",NA,NA,NA
2562566,"Australoheros muriae",NA,NA,NA
2562565,"Australoheros mattosi",NA,NA,NA
2562564,"Australoheros macaensis",NA,NA,NA
2562563,"Australoheros macacuensis",NA,NA,NA
2562562,"Australoheros ipatinguensis",NA,NA,NA
2562561,"Australoheros barbosae",NA,NA,NA
2562560,"Australoheros autrani",NA,NA,NA
2527917,"Orthochromis mporokoso",NA,NA,NA
2527916,"Orthochromis katumbii",NA,NA,NA
2527915,"Orthochromis indermauri",NA,NA,NA
2527914,"Lamprologus symoensi",NA,NA,NA
2527913,"Lamprologus markerti",NA,NA,NA
2527912,"Haplochromis vanheusdeni",NA,NA,NA
2527911,"Chetia welwitschi",NA,NA,NA
2491315,"Gymnogeophagus lipokarenos",NA,NA,NA
2491314,"Gymnogeophagus constellatus",NA,NA,NA
2491313,"Gymnogeophagus che",NA,NA,NA
2486989,"Oreochromis korogwe",NA,NA,NA
2486988,"Oreochromis hunteri",NA,NA,NA
2485722,"Rubricatochromis stellifer",NA,NA,NA
2478854,"Apistogramma resticulosa",NA,NA,NA
2478853,"Apistogramma pulchra",NA,NA,NA
2478852,"Apistogramma pertensis",NA,NA,NA
2478851,"Aequidens pallidus",NA,NA,NA
2478850,"Aequidens epae",NA,NA,NA
2421124,"Hemichromis camerounensis",NA,NA,NA
2341046,"Geophagus santosi",NA,NA,NA
2341045,"Geophagus rufomarginatus",NA,NA,NA
2341044,"Geophagus multiocellus",NA,NA,NA
2305434,"Naevochromis chrysogaster",NA,NA,NA
2305433,"Caprichromis liemi",NA,NA,NA
2305432,"Hemitaeniochromis urotaenia",NA,NA,NA
2305428,"Mylochromis melanonotus",NA,NA,NA
2305427,"Placidochromis phenochilus",NA,NA,NA
2305426,"Otopharynx tetrastigma",NA,NA,NA
2305425,"Mylochromis plagiotaenia",NA,NA,NA
2305424,"Lethrinops marginatus",NA,NA,NA
2305423,"Copadichromis azureus",NA,NA,NA
2305422,"Champsochromis caeruleus",NA,NA,NA
2305421,"Buccochromis rhoadesii",NA,NA,NA
2305420,"Aulonocara maylandi",NA,NA,NA
2302651,"Chocoheros microlepis",NA,NA,NA
2302646,"Cincelichthys bocourti",NA,NA,NA
2302645,"Australoheros minuano",NA,NA,NA
2302644,"Amatitlania kanna",NA,NA,NA
2283116,"Apistogramma norberti",NA,NA,NA
2283115,"Apistogramma martini",NA,NA,NA
2126561,"Hemibates koningsi",NA,NA,NA
2099951,"Panamius panamensis",NA,NA,NA
2099948,"Isthmoheros tuyrensis",NA,NA,NA
2099945,"Geophagus pellegrini",NA,NA,NA
2099944,"Geophagus crassilabris",NA,NA,NA
2081656,"Gymnogeophagus taroba",NA,NA,NA
2058468,"Crenicichla tuca",NA,NA,NA
2058467,"Crenicichla tingui",NA,NA,NA
2058466,"Crenicichla tapii",NA,NA,NA
2058465,"Crenicichla taikyra",NA,NA,NA
2058460,"Crenicichla semicincta",NA,NA,NA
2058459,"Crenicichla lucius",NA,NA,NA
2058458,"Crenicichla jurubi",NA,NA,NA
2058457,"Crenicichla cyclostoma",NA,NA,NA
2058448,"Crenicichla anthurus",NA,NA,NA
2056491,"Danakilia franchettii",NA,NA,NA
2032717,"Cichlasoma sanctifranciscense",NA,NA,NA
2023897,"Apistogramma ortmanni",NA,NA,NA
2023896,"Crenicichla iguapina",NA,NA,NA
2023884,"Gymnogeophagus tiraparae",NA,NA,NA
2023883,"Crenicichla percna",NA,NA,NA
2023882,"Crenicichla maculata",NA,NA,NA
2023881,"Crenicichla jegui",NA,NA,NA
2023880,"Crenicichla cincta",NA,NA,NA
2023879,"Crenicichla albopunctata",NA,NA,NA
2022011,"Lamprologus lethops",NA,NA,NA
2021276,"Chortiheros wesseli",NA,NA,NA
2021274,"Teleocichla preta",NA,NA,NA
2021273,"Mesoheros gephyrus",NA,NA,NA
2021272,"Mazarunia pala",NA,NA,NA
2021271,"Mazarunia charadrica",NA,NA,NA
2021269,"Krobia xinguensis",NA,NA,NA
2021268,"Krobia petitella",NA,NA,NA
2021266,"Guianacara dacrya",NA,NA,NA
2021265,"Crenicichla zebrina",NA,NA,NA
2021264,"Crenicichla wallacii",NA,NA,NA
2021262,"Apistogramma steindachneri",NA,NA,NA
2021261,"Apistogramma panduro",NA,NA,NA
1982068,"Trematocara zebra",NA,NA,NA
1978005,"Mylochromis sphaerodon",NA,NA,NA
1978002,"Copadichromis likomae",NA,NA,NA
1934931,"Kronoheros umbrifer",NA,NA,NA
1927406,"Iranocichla persa",NA,NA,NA
1924958,"Haplochromis kamiranzovu",NA,NA,NA
1905563,"Danakilia dinicolai",NA,NA,NA
1905361,"Melanochromis loriae",NA,NA,NA
1905360,"Ctenopharynx nitidus",NA,NA,NA
1904028,"Apistogramma playayacu",NA,NA,NA
1904018,"Apistogramma paulmuelleri",NA,NA,NA
1904017,"Apistogramma wolli",NA,NA,NA
1904016,"Apistogramma pantalone",NA,NA,NA
1904013,"Apistogramma moae",NA,NA,NA
1904012,"Apistogramma luelingi",NA,NA,NA
1904011,"Apistogramma juruensis",NA,NA,NA
1904010,"Apistogramma atahualpa",NA,NA,NA
1904009,"Apistogramma allpahuayo",NA,NA,NA
1897418,"Bujurquina oenolaemus",NA,NA,NA
1897146,"Bujurquina zamorensis",NA,NA,NA
1897145,"Apistogramma linkei",NA,NA,NA
1830337,"Herichthys tepehua",NA,NA,NA
1830336,"Herichthys pame",NA,NA,NA
1818572,"Eretmodus marksmithi",NA,NA,NA
1811344,"Tangachromis dhanisi",NA,NA,NA
1811340,"Trematocara kufferathi",NA,NA,NA
1776355,"Apistogramma gephyra",NA,NA,NA
1767049,"Ptychochromis mainty",NA,NA,NA
1758169,"Pterophyllum altum",NA,NA,NA
1758131,"Retroculus lapidifer",NA,NA,NA
1758129,"Bujurquina mariae",NA,NA,NA
1732171,"Placidochromis longimanus",NA,NA,NA
1725324,"Rondonacara hoehnei",NA,NA,NA
1725323,"Laetacara fulvipinnis",NA,NA,NA
1725322,"Laetacara flamannellus",NA,NA,NA
1725321,"Laetacara araguaiae",NA,NA,NA
1725217,"Geophagus obscurus",NA,NA,NA
1725216,"Geophagus itapicuruensis",NA,NA,NA
1725215,"Geophagus diamantinensis",NA,NA,NA
1707823,"Melanochromis kaskazini",NA,NA,NA
1696849,"Guianacara geayi",NA,NA,NA
1676928,"Pelmatochromis ocellifer",NA,NA,NA
1652533,"Sarotherodon lamprechti",NA,NA,NA
1652532,"Sarotherodon knauerae",NA,NA,NA
1652530,"Oreochromis karomo",NA,NA,NA
1652529,"Coptodon thysi",NA,NA,NA
1652528,"Coptodon spongotroktis",NA,NA,NA
1652524,"Coptodon kottae",NA,NA,NA
1652521,"Coptodon fusiforme",NA,NA,NA
1652519,"Coptodon ejagham",NA,NA,NA
1652518,"Coptodon bythobates",NA,NA,NA
1649848,"Pseudosimochromis margaretae",NA,NA,NA
1628151,"Coptodon camerunensis",NA,NA,NA
1607855,"Teleogramma obamaorum","KP714194","Teleogramma sp. SEA-2015 voucher 223886 Ptr (Ptr) gene, partial cds",737
1607854,"Teleogramma monogramma","KP714188","Teleogramma monogramma voucher 6024 Ptr (Ptr) gene, partial cds",737
1591299,"Oreochromis lepidurus",NA,NA,NA
1574382,"Apistogramma eunotus",NA,NA,NA
1574379,"Apistogramma cacatuoides",NA,NA,NA
1574375,"Apistogramma barlowi",NA,NA,NA
1574374,"Apistogramma eremnopyge",NA,NA,NA
1574373,"Apistogramma nijsseni",NA,NA,NA
1574372,"Apistogramma baenschi",NA,NA,NA
1574370,"Apistogramma cinilabra",NA,NA,NA
1574369,"Apistogramma rositae",NA,NA,NA
1543271,"Parananochromis ornatus","KJ816605","Parananochromis ornatus isolate CICH45 Ptr (Ptr) gene, partial cds",688
1543270,"Parananochromis longirostris","KJ816608","Parananochromis longirostris isolate CICH65 Ptr (Ptr) gene, partial cds",688
1543269,"Parananochromis brevirostris","KJ816604","Parananochromis brevirostris isolate CICH44 Ptr (Ptr) gene, partial cds",688
1543268,"Parananochromis axelrodi","KJ816609","Parananochromis axelrodi isolate CICH66 Ptr (Ptr) gene, partial cds",688
1543266,"Divandu albimarginatus","KJ816614","Divandu albimarginatus isolate CICH82 Ptr (Ptr) gene, partial cds",688
1543261,"Pelvicachromis subocellatus","KJ816621","Pelvicachromis subocellatus isolate subocellat Ptr (Ptr) gene, partial cds",688
1543258,"Pelvicachromis roloffi","KJ816603","Pelvicachromis roloffi isolate CICH36 Ptr (Ptr) gene, partial cds",688
1543257,"Congochromis squamiceps","KJ816636","Congochromis squamiceps isolate C09743 Ptr (Ptr) gene, partial cds",688
1543252,"Chromidotilapia schoutedeni","KJ816615","Chromidotilapia schoutedeni isolate CICH84 Ptr (Ptr) gene, partial cds",688
1543251,"Chromidotilapia regani","KJ816592","Chromidotilapia regani isolate CICH13 Ptr (Ptr) gene, partial cds",688
1543250,"Chromidotilapia melaniae","KJ816594","Chromidotilapia melaniae isolate CICH17 Ptr (Ptr) gene, partial cds",688
1543249,"Chromidotilapia kingsleyae","KP714196","Chromidotilapia kingsleyae voucher 227313 Ptr (Ptr) gene, partial cds",737
1543248,"Chromidotilapia elongata","KJ816593","Chromidotilapia elongata isolate CICH16 Ptr (Ptr) gene, partial cds",688
1537670,"Amatitlania siquia",NA,NA,NA
1537669,"Amatitlania coatepeque",NA,NA,NA
1514675,"Pelvicachromis kribensis",NA,NA,NA
1514673,"Chromidotilapia linkei","KJ816616","Chromidotilapia linkei isolate CICH88 Ptr (Ptr) gene, partial cds",688
1514672,"Benitochromis riomuniensis",NA,NA,NA
1514671,"Benitochromis nigrodorsalis",NA,NA,NA
1514670,"Benitochromis finleyi",NA,NA,NA
1514669,"Benitochromis conjunctus",NA,NA,NA
1506565,"Chalinochromis cyanophleps",NA,NA,NA
1497101,"Lethrinops lethrinus",NA,NA,NA
1492750,"Neolamprologus timidus",NA,NA,NA
1452741,"Trematocara variabile",NA,NA,NA
1448877,"Oreochromis squamipinnis",NA,NA,NA
1448876,"Oreochromis shiranus",NA,NA,NA
1448875,"Oreochromis chungruruensis",NA,NA,NA
1434124,"Cichlasoma orientale",NA,NA,NA
1410464,"Pterophyllum leopoldi","KF557083","Pterophyllum leopoldi hypothetical protein (ptr) gene, partial cds",642
1410462,"Orthochromis luongoensis","KF557041","Orthochromis luongoensis hypothetical protein (ptr) gene, partial cds",579
1410461,"Mesonauta mirificus","KF557078","Mesonauta mirificus hypothetical protein (ptr) gene, partial cds",579
1410458,"Geophagus iporangensis","KF557072","Geophagus iporangensis hypothetical protein (ptr) gene, partial cds",642
1410457,"Chetia mola","KF557019","Chetia mola hypothetical protein (ptr) gene, partial cds",558
1410456,"Biotoecus opercularis","KF557065","Biotoecus opercularis hypothetical protein (ptr) gene, partial cds",642
1410455,"Benitochromis batesii","KJ816588","Benitochromis batesii isolate BatgF Ptr (Ptr) gene, partial cds",688
1355922,"Cyphotilapia gibberosa",NA,NA,NA
1315705,"Coptodon deckerti",NA,NA,NA
1301021,"Paraneetroplus nebulifer",NA,NA,NA
1300322,"Lethrinops albus",NA,NA,NA
1298789,"Placidochromis electra",NA,NA,NA
1298786,"Petrotilapia genalutea",NA,NA,NA
1298779,"Labidochromis pallidus",NA,NA,NA
1298778,"Labidochromis mylodon",NA,NA,NA
1298775,"Mylochromis epichorialis",NA,NA,NA
1280522,"Dicrossus filamentosus","KF557071","Dicrossus filamentosus hypothetical protein (ptr) gene, partial cds",546
1263297,"Congolapia louna",NA,NA,NA
1263296,"Congolapia crassa",NA,NA,NA
1237360,"Orthochromis kalungwishiensis",NA,NA,NA
1237182,"Orthochromis torrenticola",NA,NA,NA
1237181,"Orthochromis stormsi",NA,NA,NA
1237176,"Astatotilapia stappersii",NA,NA,NA
1237169,"Haplochromis snoeksi",NA,NA,NA
1237161,"Thoracochromis callichromus",NA,NA,NA
1237160,"Cyclopharynx schwetzi",NA,NA,NA
1224741,"Crenicichla frenata",NA,NA,NA
1204183,"Cichla nigromaculata",NA,NA,NA
1202905,"Thoracochromis wingatii",NA,NA,NA
1202851,"Haplochromis macropsoides",NA,NA,NA
1193633,"Ptychochromoides itasy",NA,NA,NA
1171431,"Trematochromis benthicola",NA,NA,NA
1158422,"Chindongo socolofi",NA,NA,NA
1131402,"Trematocara nigrifrons",NA,NA,NA
1123833,"Crenicichla haroldoi",NA,NA,NA
1123832,"Crenicichla britskii",NA,NA,NA
1123830,"Cichlasoma paranaense",NA,NA,NA
1084758,"Trematocara marginatum",NA,NA,NA
1084754,"Haplochromis thereuterion",NA,NA,NA
1084747,"Haplochromis laparogramma",NA,NA,NA
1078953,"Haplochromis fischeri",NA,NA,NA
1077074,"Crenicichla marmorata",NA,NA,NA
1077073,"Crenicichla jupiaensis",NA,NA,NA
1077072,"Crenicichla igara",NA,NA,NA
1077071,"Crenicichla hadrostigma",NA,NA,NA
1077070,"Crenicichla cyanonotus",NA,NA,NA
1077069,"Crenicichla cametana",NA,NA,NA
1077068,"Mesoheros ornatus",NA,NA,NA
1077067,"Australoheros ykeregua",NA,NA,NA
1077066,"Australoheros kaaygua",NA,NA,NA
1077065,"Australoheros forquilha",NA,NA,NA
1075432,"Placidochromis platyrhynchos",NA,NA,NA
1075431,"Alticorpus geoffreyi",NA,NA,NA
1075427,"Placidochromis vulgaris",NA,NA,NA
1069630,"Congochromis sabinae","KJ816613","Congochromis sabinae isolate CICH73 Ptr (Ptr) gene, partial cds",688
1069607,"Teleogramma gracile","KP714183","Teleogramma gracile voucher 4297 Ptr (Ptr) gene, partial cds",737
1069602,"Steatocranus rouxi",NA,NA,NA
1069601,"Steatocranus mpozoensis",NA,NA,NA
1069595,"Nanochromis wickleri","KJ816630","Nanochromis wickleri isolate CICH75 Ptr (Ptr) gene, partial cds",679
1069594,"Nanochromis transvestitus","KJ816631","Nanochromis transvestitus isolate CICH77 Ptr (Ptr) gene, partial cds",688
1069593,"Nanochromis teugelsi","KJ816626","Nanochromis teugelsi isolate CICH39 Ptr (Ptr) gene, partial cds",688
1069592,"Nanochromis splendens","KJ816633","Nanochromis splendens isolate C05330 Ptr (Ptr) gene, partial cds",688
1069590,"Nanochromis nudiceps","KJ816625","Nanochromis nudiceps isolate Nnudiceps Ptr (Ptr) gene, partial cds",688
1069589,"Nanochromis minor","KJ816623","Nanochromis minor isolate C08586 Ptr (Ptr) gene, partial cds",688
1069588,"Nanochromis consortus","KJ816632","Nanochromis consortus isolate C05489 Ptr (Ptr) gene, partial cds",688
1027357,"Tylochromis sudanensis",NA,NA,NA
1007108,"Amphilophus supercilius",NA,NA,NA
1007106,"Amphilophus globosus",NA,NA,NA
934812,"Lichnochromis acuticeps",NA,NA,NA
934809,"Astatotilapia swynnertoni",NA,NA,NA
934269,"Petrotilapia tridentiger",NA,NA,NA
934268,"Haplochromis tanaos",NA,NA,NA
933959,"Andinoacara stalsbergi",NA,NA,NA
933957,"Andinoacara sapayensis",NA,NA,NA
933956,"Andinoacara latifrons",NA,NA,NA
880859,"Paraneetroplus gibbiceps",NA,NA,NA
874364,"Tylochromis intermedius",NA,NA,NA
870598,"Crenicichla lacustris",NA,NA,NA
870161,"Coptodon snyderae",NA,NA,NA
870159,"Coptodon bakossiorum",NA,NA,NA
863668,"Neolamprologus walteri",NA,NA,NA
862240,"Crenicichla ypo",NA,NA,NA
858759,"Amphilophus sagittae",NA,NA,NA
858711,"Amphilophus amarillo",NA,NA,NA
796932,"Labidochromis ianthinus",NA,NA,NA
796931,"Labidochromis flavigulis",NA,NA,NA
796772,"Thorichthys socolofi",NA,NA,NA
796757,"Mylochromis incola",NA,NA,NA
795477,"Lamprologus tigripictilis",NA,NA,NA
795476,"Teleogramma depressa","KP714195","Teleogramma depressa voucher 224163 Ptr (Ptr) gene, partial cds",737
765726,"Crenicichla hu",NA,NA,NA
765725,"Crenicichla yaha",NA,NA,NA
765724,"Crenicichla tesay",NA,NA,NA
765723,"Crenicichla gaucho",NA,NA,NA
765722,"Crenicichla mandelburgeri",NA,NA,NA
762803,"Mazarunia mazarunii",NA,NA,NA
762800,"Bujurquina hophrys",NA,NA,NA
762799,"Bujurquina apoparuana",NA,NA,NA
762796,"Thorichthys affinis",NA,NA,NA
762772,"Hypsophrys nematopus",NA,NA,NA
762767,"Gymnogeophagus setequedas",NA,NA,NA
762765,"Guianacara stergiosi",NA,NA,NA
762763,"Guianacara owroewefi",NA,NA,NA
762762,"Geophagus taeniopareius",NA,NA,NA
762759,"Geophagus harreri",NA,NA,NA
762757,"Crenicichla reticulata",NA,NA,NA
762756,"Crenicichla multispinosa",NA,NA,NA
762754,"Crenicichla lenticulata",NA,NA,NA
762751,"Chromidotilapia guntheri","KJ816619","Chromidotilapia guntheri isolate Gunt4 Ptr (Ptr) gene, partial cds",688
762744,"Apistogramma iniridae",NA,NA,NA
762740,"Acaronia vultuosa",NA,NA,NA
762638,"Cryptoheros cutteri",NA,NA,NA
762636,"Cryptoheros chetumalensis",NA,NA,NA
762061,"Rubricatochromis letourneuxi","KF557031","Hemichromis letourneuxi hypothetical protein (ptr) gene, partial cds",642
762060,"Crenicichla acutirostris",NA,NA,NA
747757,"Cichla vazzoleri",NA,NA,NA
747756,"Cichla thyrorus",NA,NA,NA
747755,"Cichla pleiozona",NA,NA,NA
747754,"Cichla pinima",NA,NA,NA
747753,"Cichla mirianae",NA,NA,NA
